ClauseLikeUnit(CLU)-value,Region,D/H,Age,Gender,Negation,CLUcomposite-value,CLUwithinCLU-value,CLUcomplex-value,LitTransl-value,FreeTransl-value,Duration,N-function-value,N-manual-value,N-nonmanual-value,N-position-value,HeadNegationStudy-value,HS,CA-value,MouthGestF-value,Mouthing-value,MouthingNegation-value,RH-IDgloss-value,LH-IDgloss-value,Comments-value,regularity
MC22F67WHNC_CLU#126,Manchester,hearing,67,F,Non-negated clause?,Single,NA,NA,(no) me wrong (not) Portugal,I was wrong.,1280,NA,Absent,Present,None,HS,Present,NA,NA,"wrong, Portugal",Absent,"BAD, MISTAKE, PT:PRO1SG, PORTUGAL",NA,TJ checked negation. Not sure if PORTUGAL is part of this CLU or next.,Regular
MC22F67WHNC_CLU#130,Manchester,hearing,67,F,Negated clause,DependEmbed?,NA,dependent,but/because our Julie cannot stand (the) sun,Julie can't stand the sun.,2990,Neg/declarative,Single,Present,pre-predicate,NHS,Absent,NA,NA,"but, our, Julie, can't, stand, sun",Single,"PT:/BUT, PT:POSS1SG, FS:J-INDECIPHERABLE, CAN-NOT, STAND, SUN","PT:/BUT, FS:J-INDECIPHERABLE, STAND",NA,Irregular
MC22F67WHNC_CLU#133,Manchester,hearing,67,F,Negated clause,Depend,NA,independent,(she) cannot stand (the) sun,She can't stand the sun.,1120,Neg/declarative,Single,Present,pre-predicate,HS,Present,NA,NA,"can't, stand, sun",Single,"CAN-NOT, STAND, SUN",STAND," AW: loan translation of a phrsal type EN verb, but would it be entered under STAND in BLD or under its own entry? ",Irregular
MC22F67WHNC_CLU#135,Manchester,hearing,67,F,Negated clause,Single,NA,NA,(but) she (does) not (enjoy sunbathing),But she doesn't.,850,Neg/declarative,Single,Present,other,HS,Present,NA,NA,"but she, does not",Single,"PT:PRO3SG, NOT",NA,NA,Regular
MC22F67WHNC_CLU#136,Manchester,hearing,67,F,Negated clause,Single,NA,NA,she (does) not (enjoy sunbathing) she,She's not.,840,Neg/declarative,Single,Present,other,HS,Present,NA,NA,"she, does not",Single,"PT:PRO3SG, NOT, PT:PRO3SG",NA,NA,Regular
MC22F67WHNC_CLU#137,Manchester,hearing,67,F,Negated clause,Single,NA,NA,(me don't know whereabouts),I don't know whereabouts,1409,Neg/response,Absent,Present,None,HS,Present,NA,NA,I don't know whereabouts,Single,G(NMS):NO,NA,NA,Regular
MC22F67WHNC_CLU#149,Manchester,hearing,67,F,Negated clause,Single,NA,NA,she-- not bothered (about) the baby?,She's not bothered about the baby?,2510,Neg/interrogative,Single,Present,pre-predicate,"HS, NHS",Present,NA,NA,"not, bothered, about, baby",Single,"CHILD, WITHOUT, PROBLEM, PT:DET, BABY","PROBLEM, BABY",NA,Regular
MC22F67WHNC_CLU#159,Manchester,hearing,67,F,Negated clause,Single,NA,NA,hey me paint (nails) not-yet [checks nails as body groom action not communicative action] not-yet,I haven't painted mine yet. ,2640,Neg/declarative,Multiple,Present,reprise (clause-final),"HS, NHS",Present,NA,NA,"not yet, not yet",Multiple,"G:HEY, PT:PRO1SG, PAINT, NOT-YET, XXG:CA:LOOK-AT-NAILS, NOT-YET","PAINT, NOT-YET, XXG:CA:LOOK-AT-NAILS, NOT-YET","MB: This looks like she is just checking her nails for real, not for conversational purpose GH: agree",Irregular
MC22F67WHNC_CLU#167,Manchester,hearing,67,F,Non-negated clause,Single,NA,NA,"no, same me hospital foot-in-wax?",Not like the one in the hospital. ,2470,NA,Single,Present,other,"HS,  ",Present,NA,NA,"no, like, hospital",Single,"NO, SAME, PT:POSS1SG, BANDAGE, ?G:CA:LOWER-HAND/DSEW(FLAT)-MOVE","SAME, BANDAGE, PT:BODY-WRIST",SS: i think she still mean feet,Regular
MC22F67WHNC_CLU#168,Manchester,hearing,67,F,Negated clause,Single,NA,NA,(no) not that (one okay),Not like the one in the hospital. ,1230,Neg/response,Single,Present,other,HS,Present,NA,NA,no not,Multiple,"NO, PT:DET",NA,NA,Regular
MC22F67WHNC_CLU#182,Manchester,hearing,67,F,Negated clause,Single,NA,NA,(no me) cannot (be) bothered me!,"No, I can't be bothered.",2332,Neg/response,Single,Present,other,"HS, NHS",Present,NA,NA,"no, can't, be bothered",Multiple,"G(NMS):NO, WITHOUT, PROBLEM/PROBLEM-NOT, PT:PRO1SG",NA,NA,?
MC22F67WHNC_CLU#184,Manchester,hearing,67,F,Negated clause,Single,NA,NA,(oh that's) not-bad!,"Oh, not bad!",600,Neg/response,Single,Present,other,NHS,Absent,NA,NA,not bad,Single,BAD-NOT,NA,NA,?
MC23M54WHC_CLU#019,Manchester,hearing,54,M,Non-negated clause,Single,NA,NA,my day no mobile-phones/texting,There weren't any mobile phones when I left school.,1192,NA,Single,Present,other,NHS,Absent,NA,NA,"UNSURE, UNSURE, no, text",Single,"PT:PRO1SG, ?DAY, NOTHING, MOBILE-PHONE",?DAY,NA,Regular
MC23M54WHC_CLU#037,Manchester,hearing,54,M,Negated clause,Single,NA,NA,(no) not-yet,Not yet.,439,Neg/response,Single,Present,other,HS,Present,NA,NA,not yet,Single,NOT-YET,NOT-YET,NA,Irregular
MC23M54WHC_CLU#059,Manchester,hearing,54,M,Non-negated clause,Single,NA,NA,plenty swimming (pool) there not far,"The hotel was nice, with a swimming pool, and wasn't far from the beach. ",1554,NA,Absent,Present,None,NHS,Absent,NA,NA,"plenty, swim(ming), pool, not far",Single,"PLENTY, SWIM, PT:LOC/PT:PRO3SG, FROM-TO, G:WELL","SWIM, G:WELL",NA,Regular
MC23M54WHC_CLU#060,Manchester,hearing,54,M,Non-negated clause,Single,NA,NA,beach (was) not-far good,"The hotel was nice, with a swimming pool, and wasn't far from the beach. ",1075,NA,Absent,Present,None,NHS,Absent,NA,NA,"beach, not far",Single,"BEACH, FROM-TO, GOOD",BEACH,NA,Regular
MC23M54WHC_CLU#062,Manchester,hearing,54,M,Negated clause,Single,NA,NA,me not-yet book holiday not-yet this (year),I haven't booked this year's holiday yet.,1682,Neg/declarative,Multiple,Present,reprise (non-clause-final),NHS,Absent,NA,NA,"me, not yet, book, holiday, not yet, this year",Multiple,"PT:PRO1SG, NOT-YET, BOOKED, HOLIDAY03, NOT-YET, PT:LOC","NOT-YET, BOOKED, HOLIDAY03, NOT-YET",NA,Irregular
MC23M54WHC_CLU#085,Manchester,hearing,54,M,Negated clause,Single,NA,NA,(me) missed (that there)/(me) never (saw) that/there,I missed that.,751,Neg/response,Single,Present,other,HS1,Present,NA,NA,didn't/missed,Single,"NEVER, PT:PRO3SG/PT:LOC",NEVER,NA,Regular
MC23M54WHC_CLU#099,Manchester,hearing,54,M,Negated clause,Single,NA,NA,(me) never heard that,I've never heard of that.,676,Neg/response,Single,Present,pre-predicate,NHS,Absent,NA,NA,"never, heard",Single,"NEVER, HEAR, PT:PRO3SG",NA,NA,Regular
MC23M54WHC_CLU#102,Manchester,hearing,54,M,Negated clause?,Single,NA,NA,well (I didn't know),I didn't know.,468,Neg/response,Absent,Present,None,HS,Present,NA,PRESSED-LIPS,NA,Absent,G:WELL,G:WELL,"TJ checked negation, it's a response so not sure if negated clause",Regular
MC23M54WHC_CLU#132,Manchester,hearing,54,M,Negated clause,Single,NA,NA,(me) not-yet,Not yet!,361,Neg/response,Single,Present,other,NHS,Absent,NA,NA,not yet,Single,NOT-YET,NOT-YET,NA,Irregular
MC23M54WHC_CLU#133,Manchester,hearing,54,M,Negated clause,Single,NA,NA,(my) daughter (and) son (are) not-yet (ready for babies),My daughter and son are late developers.,2080,Neg/declarative,Single,Present,other,NHS,Absent,NA,NA,"daughter, son, not yet",Single,"DAUGHTER, FS:SON, NOT-YET","DAUGHTER, FS:SON, NOT-YET",NA,Irregular
MC24F64WHC_CLU#013,Manchester,hearing,64,F,Negated clause,Single,NA,NA,me nothing (no car/no mobile phone)!,I didn't have one.,440,Neg/response,Single,Present,other,HS,Present,NA,NA,NA,Absent,"PT:PRO1SG, NOTHING",NA,NA,Regular
MC24F64WHC_CLU#020,Manchester,hearing,64,F,Non-negated clause,Depend?,NA,independent,(there is/they have) no time,There's no time when you're married with children.,868,NA,Absent,Present,None,HS,Present,NA,NA,no time,Single,"G:WELL, TIME","G:WELL, TIME",NA,Regular
MC24F64WHC_CLU#025,Manchester,hearing,64,F,Negated clause,Single,NA,NA,(oh you have not) been you,You haven't been.,508,Neg/response,Absent,Present,other,HS,Present,NA,NA,been,Absent,"BEEN, PT:PRO2SG",NA,NA,Regular
MC24F64WHC_CLU#030,Manchester,hearing,64,F,Non-negated clause,Single,NA,NA,no (not with interpreter)/no (interpreter),"No, none.",1395,NA,Single,Present,other,HS,Present,NA,NA,no,Single,NOTHING,NOTHING,NA,Regular
MC24F64WHC_CLU#031,Manchester,hearing,64,F,Negated clause,Single,NA,NA,(well we) can't get one interpreter (we) can't get one,We couldn't get an interpreter.,2951,Neg/reprise,Multiple,Present,reprise (non-clause-final),HS,Present,NA,NA,"can't, get, one, interpreter, can't, get, one",Multiple,"G:WELL, CAN-NOT , FS:GET, ONE, INTERPRETER, CAN-NOT, FS:GET, ONE, G:WELL","G:WELL, FS:GET, INTERPRETER, FS:GET, G:WELL",NA,Irregular
MC24F64WHC_CLU#038,Manchester,hearing,64,F,Non-negated clause,Single?,NA,NA,no me talking-about hotel food what food alright?/no me talking-about (what was the) hotel food alright?,Did she say whether the hotel and food were any good? ,2882,NA,Single,Present,other,"HS,  ",Present,NA,NA,"no, I'm, talking, about, hotel, food, what, food, alright",Single,"NO, PT:PRO1SG, TALK, PT:POSS1SG, HOUSE, EAT, WHAT, EAT, GOOD","HOUSE, GOOD",NA,Regular
MC24F64WHC_CLU#048,Manchester,hearing,64,F,Negated clause,Single,NA,NA,so/well (me) don't work,I've retired from work.,987,Neg/declarative,Single,Present,pre-predicate,"HS?, NHS",Present,NA,NA,"no/don't, work",Single,"G:WELL, NOTHING, WORK, G:WELL","G:WELL, WORK","Negated clause? TJ thinks negated clause, but two CLUS with NOW actually being G:WELL (i.e. ""so/well I don't work) .Check with Max. If yes, then it's negated CLU with final Nod. If Max thinks it is NOW, still split into two CLUs because the topic of conversation suggests so.",Regular
MC24F64WHC_CLU#054,Manchester,hearing,64,F,Non-negated clause,Single,NA,NA,"no (it's) October 4th to...mean Monday, Tuesday, Wednesday, Thursday, Friday (in total five days of) Blackpool","No, from October 4th, from Monday to Friday. ",5409,NA,Single,Present,other,"HS1, NHS",Present,NA,NA,"no, October, fourth, to, mean, Monday, Tuesday, Wednesday, Thursday, Friday, Blackpool",Single,"NO, FS:OCTOBER(OCT), RANKING-FOUR, FROM-TO, MEANING, PT:LBUOY, PT:LBUOY, PT:LBUOY, PT:LBUOY, PT:LBUOY, BLACKPOOL","FS:OCTOBER(OCT), LBUOY-FIVE ",NA,Regular
MC24F64WHC_CLU#074,Manchester,hearing,64,F,Negated clause,Single,NA,NA,some (people) not (have) photo ID-badge-on-chest,Anyone not wearing photo ID can't get in! ,1484,Neg/declarative,Single,Present,pre-predicate,"NHS, HS",Present,NA,NA,"some, no, photo",Single,"SOME, NOTHING, PHOTO, TICKET",TICKET,"MattB: feel like this is ""someone"", not a quantifier",Regular
MC24F64WHC_CLU#075,Manchester,hearing,64,F,Negated clause,Single,NA,NA,they can't get-in,Anyone not wearing photo ID can't get in! ,830,Neg/declarative,Single,Present,pre-predicate,HS,Present,NA,NA,"can't, in",Single,"PT:PRO2PL, CAN-NOT, GO-IN",GO-IN,"MattB: feel like this is ""someone"", not a quantifier",Irregular
MC24F64WHC_CLU#076,Manchester,hearing,64,F,Negated clause,Single,NA,NA,(you) don't laugh no!,Don't laugh!,800,Neg/response,Multiple,Present,reprise (clause-final),"NHS, HS",Present,NA,NA,"no/don't, laugh, no/don't",Multiple,"NO, LAUGH, NO",NA,NA,Regular
MC24F64WHC_CLU#077,Manchester,hearing,64,F,Non-negated clause,Single,NA,NA,no (that's not it),No.,800,NA,Single,Present,other,HS,Present,NA,NA,NA,Absent,NO,NA,NA,Regular
MC24F64WHC_CLU#079,Manchester,hearing,64,F,Negated clause,Single,NA,NA,why-not go you why-not go you?,Why don't you come?,1515,Neg/interrogative,Multiple,Present,reprise (non-clause-final),NHS,Absent,NA,NA,"why not, go, why not, go",Multiple,"WHY-NOT, GO, PT:PRO2SG, WHY-NOT, GO, PT:PRO2SG",NA,NA,Irregular
MC24F64WHC_CLU#080,Manchester,hearing,64,F,Negated clause,SharedCecho,NA,NA,(you) never heard? (well that's strange),You've never heard of it?,440,Neg/response,Single,Present,pre-predicate,HS,Present,NA,NA,"never, heard",Single,"NEVER, HEAR",NA,NA,Regular
MC24F64WHC_CLU#114,Manchester,hearing,64,F,Negated clause,Single,NA,NA,(you) never know (you) never know!,You never know!,1123,Neg/response,Multiple,Present,reprise (non-clause-final),NHS,Absent,NA,NA,"never, know, never, know",Multiple,"NEVER, KNOW, NEVER, KNOW","NEVER, NEVER",NA,Regular
MC24F64WHC_CLU#132,Manchester,hearing,64,F,Negated clause,Single,NA,NA,(he) not pay (rent)?,And he has to pay rent? ,634,Neg/interrogative,Single,Present,pre-predicate,HS,Present,NA,NA,"no, pay",Single,"NOTHING, PAY",PAY,NA,Regular
MC24F64WHC_CLU#140,Manchester,hearing,64,F,Non-negated clause,Depend,NA,dependent,because nobody (else was) goalkeeper/because (there was) nobody (else) goalkeeper,They didn't have a goalkeeper,1356,NA,Single,Present,other,"NHS, HS?, NHS",Present,NA,NA,"through, nobody, goalkeeper",Single,"THROUGH, NOTHING, GOALKEEPER","THROUGH, NOTHING, GOALKEEPER",NA,Regular
MC24F64WHC_CLU#150,Manchester,hearing,64,F,Non-negated clause,Depend,NA,dependent,(or) nothing all-finished finish more-coming-up finished? ,"Is there anything coming up, or is it finished now? ",1788,NA,Single,Present,other,"HS, NHS",Present,NA,NA,"nothing, finish, finish, finish",Single,"NOTHING, FINISH, DEPTH, FINISH","NOTHING, FINISH, DEPTH, FINISH",NA,Regular
MC27F24WDC_CLU#008,Manchester,deaf,24,F,Non-negated clause,Single,NA,NA,that's-it nobody (else),"Nobody else, just us getting married.",1180,NA,Single,Present,other,NHS,Absent,NA,NA,"that's it, nobody",Single,"G:THAT-IS-ALL, NOTHING","G:THAT-IS-ALL, NOTHING",NA,Regular
MC27F24WDC_CLU#013,Manchester,deaf,24,F,Non-negated clause,Single,NA,NA,just us-two nobody-else,Just the two of us.,1658,NA,Single,Present,other,NHS,Absent,NA,NA,"only, us, nobody else",Single,"ONLY, PT:PRO1PL-TWO, NOT","ONLY, NOT",NA,Regular
MC27F24WDC_CLU#014,Manchester,deaf,24,F,Negated clause,Single,NA,NA,no parents nothing,No parents or anything.,1268,Neg/declarative,Multiple,Present,other,"HS1, NHS",Present,NA,NA,"no, parents, nothing",Multiple,"NOTHING, PARENTS, NOTHING","NOTHING, PARENTS, NOTHING",NA,Regular
MC27F24WDC_CLU#031,Manchester,deaf,24,F,Negated clause,Single?,NA,NA,(they will) never forget our different (wedding)/(they will) never forget (our wedding) + (because) we different,They'll never forget how different it would be. ,1426,Neg/declarative,Single,Present,pre-predicate,NHS,Absent,NA,NA,"never, forget, different",Single,"NEVER, FORGET, PT:PRO1PL-TWO, DIFFERENT","NEVER, PT:PRO1PL-TWO, DIFFERENT","GH: Or Embed meaning ""they will never forget we are different"" but unlikely",Regular
MC27F24WDC_CLU#032,Manchester,deaf,24,F,Negated clause,Single,NA,NA,not same-same-same (typical old) wedding,It wouldn't be a same old wedding.,1151,Neg/declarative,Single,Present,pre-predicate,NHS,Absent,NA,NA,"not, same same, wedding",Single,"NO, SAME, SPOUSE","NO, SAME, SPOUSE",NA,Regular
MC27F24WDC_CLU#043,Manchester,deaf,24,F,Non-negated clause,Single,NA,NA,(there is) no garden,Difficult without a garden.,761,NA,Single,Present,other,NHS,Absent,NA,NA,"no, garden",Single,"NOTHING, GARDEN",NA,NA,Regular
MC27F24WDC_CLU#048,Manchester,deaf,24,F,Negated clause,Single,NA,NA,Max not-yet never have garden he never had (one),He's never had a garden.,2674,Neg/declarative,Multiple,Present,reprise (non-clause-final),"NHS , HS? , NHS ",Present,NA,NA,"Max, not yet, never, have, garden, never, have",Single,"FS:MAX, NOT-YET, NEVER, HAVE, GARDEN, PT:PRO3SG, NEVER, HAVE","FS:MAX, NOT-YET, NEVER, HAVE, NEVER, FBUOY",NA,Irregular
MC27F24WDC_CLU#062,Manchester,deaf,24,F,Non-negated clause,Single,NA,NA,(there's no) room (in) en-suite!,There's no room in an ensuite.,1239,NA,Absent,Present,None,HS,Present,NA,NA,"no room, ensui(te)",Single,"ROOM02, FS:ENSUITE(ENS)","ROOM02, FS:ENSUITE(ENS)",AW: Adj,Regular
MC27F24WDC_CLU#092,Manchester,deaf,24,F,Negated clause,Single,NA,NA,(she) restless cannot sleep,But I was restless and couldn't sleep.,1553,Neg/declarative,Single,Present,pre-predicate,HS,Present,CA:SIGNER-SISTER,NA,"can't, slee(p)",Single,"DSEW(2-HORI)-MOVE, CAN-NOT, SLEEP, G:CA:PANIC","SLEEP, G:CA:PANIC",NA,Irregular
MC27F24WDC_CLU#107,Manchester,deaf,24,F,Negated clause,Depend,NA,independent,like going-to zoo (you) can't  ,"If the weather's bad, you can't go to the zoo and stuff!",1561,Neg/declarative,Single,Present,post-predicate (non-reprise & clause-final),NHS,Absent,NA,NA,"like, go, zoo, can't",Single,"SAME, GO02, FS:ZOO, CAN-NOT ","SAME, GO02, FS:ZOO, CAN-NOT ",NA,Irregular
MC27F24WDC_CLU#147,Manchester,deaf,24,F,Negated clause,Single,NA,NA,me (not get) two-weeks off (work),I don't get two weeks off.,1200,Neg/response,Absent,Present,None,HS,Present,NA,NA,two weeks,Absent,"PT:PRO1SG, WEEK-TWO, DISAPPEAR","WEEK-TWO, DISAPPEAR",NA,Regular
MC27F24WDC_CLU#155,Manchester,deaf,24,F,Non-negated clause,Single,NA,NA,(there are) no subtitles?,No subtitles?,1073,NA,Single,Present,other,HS,Present,NA,NA,"no, subtitle",Single,"NOTHING, SUBTITLES",SUBTITLES,NA,Regular
MC28M26WDC_CLU#007,Manchester,deaf,26,M,Negated clause,Single,NA,NA,will never forget,With photos that we can keep forever so we never forget it.,1470,Neg/declarative,Single,Present,pre-predicate,NHS,Absent,NA,NA,"will, never, forget",Single,"WILL, NEVER, FORGET02",NEVER,NA,Regular
MC28M26WDC_CLU#035,Manchester,deaf,26,M,Negated clause,Single,NA,NA,not stiff (and awkward),No stiffness.,950,Neg/declarative,Single,Present,pre-predicate,"HS?, NHS",Present,NA,NA,"not, stiff",Single,"NOTHING, STIFF",STIFF,NA,Regular
MC28M26WDC_CLU#039,Manchester,deaf,26,M,Negated clause,Depend?,NA,dependent,not short-notice/last-minute,Not at the last minute.,830,Neg/declarative,Single,Present,pre-predicate,NHS,Absent,NA,NA,not,Single,"NO, APPROACH-CLOSE","NO, APPROACH-CLOSE",NA,Regular
MC28M26WDC_CLU#043,Manchester,deaf,26,M,Negated clause,Depend?,NA,dependent,well not (a) cheap house or flat,Not a cheap house or flat.,2230,Neg/declarative,Single,Present,pre-predicate,"NHS, HS, NHS",Present,NA,NA,"not, cheap, house, or, flat",Single,"G:WELL, NOT, CHEAP, HOUSE02, G:WELL, FLAT","NOT, CHEAP, HOUSE02, G:WELL, FLAT",NA,Regular
MC28M26WDC_CLU#053,Manchester,deaf,26,M,Negated clause,Single,NA,NA,(and then we) cannot afford pay-back well,You have to do work on a cottage and pay for things you can't afford! ,990,Neg/declarative,Single,Present,pre-predicate,HS1,Present,NA,NA,"can't, afford, it",Single,"CAN-NOT, PAY, G:WELL","PAY, G:WELL",SS: wonder if he meant cannot afford cottage/refurbishment the cottage or the mortgage people??,Irregular
MC28M26WDC_CLU#057,Manchester,deaf,26,M,Non-negated clause,Depend,NA,dependent,because well..think...well (yes) no garden well,It'd be hard in a flat because there wouldn't be a garden. ,2750,NA,Single,Present,other,"NHS, HS1?",Present,NA,NA,"because, no garden",Single,"BECAUSE, G:WELL, THINK, G:WELL, GARDEN, G:WELL","BECAUSE, G:WELL, G:WELL, FBUOY, G:WELL",NA,Regular
MC28M26WDC_CLU#070,Manchester,deaf,26,M,Non-negated clause,Single,NA,NA,me no room (for) me,There wouldn't be room for me.,1230,NA,Single,Present,other,HS?,Present,NA,NA,"no, room, for me",Single,"PT:PRO1SG, NOTHING, ROOM02, PT:PRO1SG","NOTHING, ROOM02",NA,Regular
MC28M26WDC_CLU#079,Manchester,deaf,26,M,Negated clause,Single,NA,NA,(you) can't spend (on) clothes you!,You can't spend it on clothes!,1230,Neg/declarative,Single,Present,pre-predicate,"HS1, NHS",Present,NA,NA,NA,Absent,"NO, SPEND, CLOTHES, PT:PRO2SG","NO, SPEND, CLOTHES",NA,Regular
MC28M26WDC_CLU#096,Manchester,deaf,26,M,Negated clause,Single,NA,NA,well (me don't know),I don't know.,440,Neg/response,Absent,Present,None,NHS,Absent,NA,NA,don't know,Single,G:WELL,G:WELL,NA,Regular
